age,job,marital,education,default,housing,loan,contact,month,day_of_week,mean,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
35,4,1,3,0,0,0,1,4,4,15,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
48,4,1,3,2,0,0,1,4,4,81,10,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
47,2,1,2,0,1,1,1,4,4,150,2,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
36,4,1,6,2,1,0,1,4,4,324,5,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
42,4,1,3,2,1,0,1,4,4,93,2,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
59,6,1,1,2,0,1,1,4,4,62,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
57,4,1,1,0,0,0,1,4,4,19,4,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
54,5,1,4,0,1,0,1,4,4,47,2,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
53,4,1,3,2,1,1,1,4,4,16,20,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
27,3,0,5,0,0,0,1,4,4,134,2,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
44,8,1,3,0,0,0,1,4,4,9,8,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
35,7,3,4,0,1,0,1,4,4,176,4,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
26,4,1,1,0,0,0,1,4,4,25,5,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
34,4,1,2,0,0,0,1,4,4,238,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
43,5,1,4,0,1,0,1,4,4,17,37,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
33,2,0,4,0,0,0,1,4,4,9,18,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
36,4,0,3,2,2,2,1,4,4,25,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
35,3,1,4,0,1,1,1,4,4,14,9,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
46,5,3,6,2,1,0,1,4,4,365,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
34,3,0,4,0,0,0,1,4,4,267,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
56,4,1,1,0,0,0,1,4,4,11,5,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
28,3,0,5,0,1,0,1,4,4,12,14,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
54,8,1,3,0,0,0,1,4,4,8,10,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
35,4,0,2,2,1,0,1,4,4,55,4,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
29,3,1,5,0,0,1,1,4,4,76,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
40,3,1,4,0,0,0,1,4,4,9,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
38,4,0,5,2,0,0,1,4,4,13,5,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
40,10,0,4,0,0,0,1,4,4,28,4,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
28,4,1,3,2,0,1,1,4,4,17,5,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
46,3,1,4,0,0,0,1,4,4,47,4,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
36,4,1,3,0,1,1,1,4,4,31,14,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
43,2,1,1,2,0,0,1,4,4,8,12,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
42,7,1,2,2,0,0,1,4,4,8,2,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
36,3,1,5,0,1,0,1,4,4,11,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
58,3,1,7,2,1,0,1,4,4,158,5,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
35,4,0,2,0,0,0,1,4,4,81,2,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
52,7,1,7,2,1,0,1,4,4,14,13,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
27,2,0,4,2,1,1,1,4,4,25,26,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
28,2,1,7,0,0,0,1,4,4,9,2,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
56,9,0,3,2,0,0,1,4,4,154,2,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
37,4,1,7,0,0,0,1,4,4,34,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
36,5,0,7,0,0,0,1,4,4,264,6,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
48,7,1,5,0,0,0,1,4,4,29,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
40,9,1,6,0,0,0,1,4,4,20,18,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
32,3,0,5,2,0,1,1,4,4,13,11,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
58,6,3,5,0,1,0,1,4,4,152,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
43,5,1,3,2,0,0,1,4,4,44,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
48,4,1,1,0,0,0,1,4,4,29,2,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
49,2,1,4,0,1,0,1,4,4,25,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
36,4,1,3,0,1,1,1,4,4,34,4,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
43,3,0,6,0,0,1,1,4,4,10,14,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
31,3,0,5,0,0,0,1,4,4,34,29,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
35,2,0,4,0,0,0,1,4,4,17,14,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
35,5,0,6,0,2,2,1,4,4,14,21,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
58,4,1,7,0,1,0,1,4,4,29,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
46,1,1,1,0,0,0,1,4,4,134,10,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
55,3,3,5,0,1,0,1,4,4,17,6,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
41,5,1,6,0,0,0,1,4,4,268,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
34,3,1,5,0,1,0,1,4,4,22,5,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
41,3,1,4,0,1,0,1,4,4,82,2,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
50,8,1,4,2,0,0,1,4,4,10,11,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
28,4,1,2,2,1,0,1,4,4,652,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
33,4,0,3,0,0,0,1,4,4,16,18,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
46,4,3,2,0,1,1,1,4,4,9,13,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
59,6,1,6,2,1,0,1,4,4,435,4,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
46,3,1,4,0,0,0,1,4,4,10,2,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
29,3,0,5,0,0,0,1,4,4,123,4,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
39,10,3,5,0,0,0,1,4,4,8,4,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
53,4,1,1,0,0,1,1,4,4,16,22,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
35,3,1,4,0,0,0,1,4,4,179,21,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
41,4,1,3,0,1,0,1,4,4,13,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
57,6,1,1,0,0,0,1,4,4,14,2,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
39,2,3,3,0,1,0,1,4,4,524,4,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
58,6,1,6,2,0,0,1,4,4,74,5,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
53,7,3,5,0,0,0,1,4,4,23,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
57,10,1,3,2,1,0,1,4,4,850,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
43,5,1,3,2,1,1,1,4,4,818,2,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
37,3,1,2,0,0,0,1,4,4,126,14,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
33,2,0,4,0,0,0,1,4,4,15,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
54,2,1,4,0,0,0,1,4,4,7,20,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
45,10,1,5,2,0,0,1,4,4,49,4,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
44,2,1,4,0,1,0,1,4,4,40,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
58,4,1,6,0,0,0,1,4,4,15,12,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
42,5,1,5,0,0,0,1,4,4,4,20,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
39,2,1,4,2,0,0,1,4,4,32,9,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
44,5,0,2,2,0,0,1,4,4,8,9,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
57,6,1,5,0,1,0,1,4,4,12,5,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
39,3,1,4,0,1,0,1,4,4,77,5,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
48,6,1,7,2,1,0,1,4,4,9,5,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
40,3,1,4,2,1,0,1,4,4,17,10,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
45,3,3,5,2,2,2,1,4,4,8,12,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
37,3,3,4,0,1,0,1,4,4,7,12,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
26,3,0,3,0,0,0,1,4,4,11,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
57,7,1,5,0,0,1,1,4,4,20,4,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
31,11,0,7,2,1,0,1,4,4,16,8,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
45,4,1,2,2,1,0,1,4,4,26,11,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
29,3,0,5,0,1,0,1,4,4,10,27,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
36,4,1,4,0,0,0,1,4,4,285,4,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
56,5,3,3,0,1,0,1,4,4,39,8,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
36,3,0,4,2,1,0,1,4,4,16,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
33,2,2,4,0,0,0,1,4,4,11,21,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
34,7,1,5,0,1,0,1,4,4,37,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
53,2,1,3,2,1,0,1,4,4,9,4,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
55,3,1,4,0,1,0,1,4,4,7,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
34,4,0,2,0,1,1,1,4,4,205,5,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
42,1,1,1,2,1,0,1,4,4,408,5,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
39,4,1,1,2,0,0,1,4,4,27,16,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
53,7,1,3,2,1,0,1,4,4,376,7,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
30,3,3,4,0,1,0,1,4,4,9,4,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
31,7,0,5,2,1,0,1,4,4,15,4,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
35,2,1,2,0,1,0,1,4,4,46,10,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
43,3,1,5,0,0,0,1,4,4,1023,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,1
40,1,0,5,0,1,0,1,4,4,253,2,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
49,5,1,6,0,1,0,1,4,4,10,14,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
26,4,0,3,2,0,1,1,4,4,175,14,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
55,4,3,3,0,1,0,1,4,4,220,6,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
56,6,1,2,0,1,0,1,4,4,51,19,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
58,6,1,1,0,0,0,1,4,4,407,2,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
52,5,1,5,2,0,0,1,4,4,10,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
30,2,0,4,0,1,0,1,4,4,9,2,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
31,4,0,1,0,0,0,1,4,4,110,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
34,3,1,5,0,0,0,1,4,4,11,2,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
36,9,1,6,0,0,0,1,4,4,161,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
55,3,1,5,0,0,0,1,4,4,44,4,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
35,4,1,3,2,1,0,1,4,4,13,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
43,7,1,5,0,0,0,1,4,4,13,5,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
35,10,1,5,0,0,0,1,4,4,79,4,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
38,5,3,6,0,1,0,1,4,4,212,8,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
35,3,1,4,0,0,1,1,4,4,78,4,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
55,4,1,1,2,1,0,1,4,4,585,2,28,0,2,1.4,94.465,-41.8,4.959,5228.1,1
31,10,0,2,2,1,1,1,4,4,8,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
56,9,1,5,0,0,0,1,4,4,129,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
32,3,1,5,0,1,0,1,4,4,65,2,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
34,2,1,4,0,0,0,1,4,4,9,14,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
44,3,3,4,0,1,1,1,4,4,100,4,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
45,9,3,6,2,0,0,1,4,4,12,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
29,4,0,6,0,0,0,1,4,4,86,2,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
31,5,1,6,0,0,1,1,4,4,809,6,28,0,2,1.4,94.465,-41.8,4.959,5228.1,1
38,4,1,3,0,0,0,1,4,4,693,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,1
44,3,1,5,0,0,0,1,4,4,8,10,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
39,1,1,5,0,1,0,1,4,4,258,2,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
32,4,1,2,0,1,0,1,4,4,16,6,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
57,3,1,5,0,1,0,1,4,4,27,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
30,4,1,3,0,1,0,1,4,4,12,14,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
43,3,1,4,0,1,0,1,4,4,11,15,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
40,2,3,4,0,0,0,1,4,4,155,2,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
33,3,1,6,0,0,0,1,4,4,81,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
31,10,0,5,2,0,0,1,4,4,22,12,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
50,3,1,3,0,0,0,1,4,4,116,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
25,4,0,4,2,0,0,1,4,4,136,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
40,4,0,7,2,1,0,1,4,4,8,7,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
44,9,0,5,0,0,0,1,4,4,10,4,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
48,8,1,4,2,1,0,1,4,4,157,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
30,4,0,3,2,0,0,1,4,4,10,8,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
60,9,0,3,2,1,0,1,4,4,11,5,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
43,2,1,4,0,0,0,1,4,4,16,7,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
57,4,3,1,0,1,0,1,4,4,84,4,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
48,4,1,2,2,1,0,1,4,4,10,4,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
35,3,1,3,0,0,1,1,4,4,556,4,28,0,2,1.4,94.465,-41.8,4.959,5228.1,1
51,5,1,7,0,1,0,1,4,4,17,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
48,10,1,6,0,0,0,1,4,4,804,12,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
36,3,1,5,0,2,2,1,4,4,71,2,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
42,1,1,1,2,1,0,1,4,4,38,8,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
33,5,0,6,0,0,1,1,4,4,241,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
50,7,1,4,2,0,0,1,4,4,28,8,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
55,12,1,1,2,0,0,1,4,4,27,7,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
40,2,1,2,2,0,0,1,4,4,11,11,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
56,6,3,1,0,1,0,1,4,4,10,15,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
37,5,1,5,0,0,0,1,4,4,23,2,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
36,4,0,3,0,0,0,1,4,4,43,2,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
36,3,1,5,0,1,0,1,4,4,14,9,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
41,5,1,4,0,0,0,1,4,4,8,12,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
42,4,1,1,2,1,0,1,4,4,372,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
42,10,1,6,0,1,0,1,4,4,291,5,28,0,2,1.4,94.465,-41.8,4.959,5228.1,1
49,7,1,4,0,0,0,1,4,4,9,13,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
42,4,1,1,2,1,0,1,4,4,29,27,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
53,5,1,5,0,1,0,1,4,4,73,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
41,4,1,3,2,0,0,1,4,4,8,31,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
42,3,3,5,0,1,0,1,4,4,14,6,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
33,4,1,1,0,1,0,1,4,4,78,7,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
40,3,1,4,0,0,0,1,4,4,590,4,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
31,7,0,5,2,0,0,1,4,4,100,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
30,3,3,4,0,0,0,1,4,4,13,10,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
31,10,1,6,0,1,0,1,4,4,40,2,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
44,3,0,5,2,1,0,1,4,4,18,6,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
44,7,1,5,2,1,0,1,4,4,16,4,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
56,5,1,7,0,0,0,1,4,4,196,4,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
57,6,0,4,0,0,0,1,4,4,74,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
34,2,3,3,2,1,0,1,4,4,34,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
36,3,1,5,0,1,0,1,4,4,27,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
56,9,1,6,0,0,1,1,4,4,13,40,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
27,7,0,4,0,1,1,1,4,4,23,4,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
44,6,0,1,0,1,1,1,4,4,160,2,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
46,3,3,5,0,1,0,1,4,4,14,12,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
25,3,0,4,0,0,0,1,4,4,20,7,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
59,10,1,5,0,0,0,1,4,4,9,5,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
25,8,0,4,2,0,0,1,4,4,287,9,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
37,5,1,6,0,0,0,1,4,4,26,6,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
31,10,0,2,2,1,0,1,4,4,12,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
59,6,3,1,2,0,1,1,4,4,13,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
39,2,0,4,0,0,0,1,4,4,48,10,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
32,2,0,4,0,0,0,1,4,4,13,4,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
55,8,3,3,0,0,0,1,4,4,9,6,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
25,2,0,4,0,1,0,1,4,4,13,14,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
42,2,1,4,0,0,0,1,4,4,55,2,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
40,3,0,4,0,1,1,1,4,4,10,13,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
52,6,1,6,0,0,0,1,4,4,41,7,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
59,2,1,4,2,1,0,1,4,4,13,7,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
50,10,1,3,0,1,0,1,4,4,7,12,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
33,3,3,5,0,0,0,1,4,4,92,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
58,4,2,3,2,0,0,1,4,4,180,6,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
56,6,1,4,2,1,0,1,4,4,1094,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,1
50,4,1,1,2,1,1,1,4,4,160,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
31,7,1,5,0,0,0,1,4,4,101,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
36,3,1,3,0,0,1,1,4,4,75,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
40,3,1,5,0,0,0,1,4,4,17,21,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
22,5,0,6,0,0,0,1,4,4,184,4,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
27,8,1,4,0,1,0,1,4,4,23,13,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
30,4,1,3,0,0,1,1,4,4,78,2,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
51,7,1,5,2,0,0,1,4,4,13,10,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
39,7,1,5,0,0,0,1,4,4,601,5,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
30,4,1,1,2,1,0,1,4,4,83,5,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
58,6,3,6,2,1,0,1,4,4,169,4,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
53,4,1,3,0,1,0,1,4,4,13,5,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
23,4,0,1,0,1,0,1,4,4,31,10,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
45,7,0,3,0,1,0,1,4,4,294,2,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
48,3,3,4,0,0,1,1,4,4,36,5,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
29,4,1,7,2,0,1,1,4,4,55,5,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
37,4,1,3,0,0,0,1,4,4,15,7,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
40,5,0,6,0,1,0,1,4,4,87,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
40,7,1,7,0,0,1,1,4,4,17,2,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
40,1,1,1,2,1,0,1,4,4,30,4,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
38,4,0,3,0,1,0,1,4,4,38,6,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
41,9,3,5,2,1,0,1,4,4,39,5,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
33,3,1,4,0,1,0,1,4,4,61,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
58,4,1,3,2,1,0,1,4,4,63,15,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
42,5,3,3,0,0,0,1,4,4,45,22,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
59,6,1,3,2,0,0,1,4,4,25,8,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
30,3,1,5,0,1,1,1,4,4,42,7,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
32,2,0,4,0,1,0,1,4,4,23,11,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
40,4,1,3,2,0,0,1,4,4,252,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
21,11,0,4,0,0,0,1,4,4,24,7,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
37,2,1,4,0,0,0,1,4,4,152,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
47,2,1,4,2,0,0,1,4,4,33,6,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
34,3,1,5,0,1,0,1,4,4,31,6,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
51,7,1,5,0,1,0,1,4,4,236,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
50,10,1,1,0,0,0,1,4,4,20,2,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
36,4,0,4,0,1,1,1,4,4,14,4,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
53,4,1,1,2,1,0,1,4,4,21,18,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
31,3,0,3,2,1,1,1,4,4,13,15,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
47,10,0,5,2,1,0,1,4,4,39,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
51,2,3,7,2,1,0,1,4,4,16,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
56,6,1,2,0,1,1,1,4,4,37,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
44,9,1,6,0,1,1,1,4,4,47,2,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
56,3,1,5,0,0,0,1,4,4,34,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
51,2,1,3,0,1,0,1,4,4,250,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
58,10,1,1,0,1,0,1,4,4,221,3,28,0,2,1.4,94.465,-41.8,4.959,5228.1,0
